state, action, reward
1.092;0.0426;0.5106;0.4468;0.0027;0.032;0.028,70;120;110,0.9
0.948;0.0115;0.4598;0.5287;0.0007;0.0267;0.0307,85;35;35,0.876
0.804;0.0;0.56;0.44;0.0;0.028;0.022,90;60;100,0.852
0.828;0.0366;0.5;0.4634;0.002;0.0273;0.0253,35;95;105,0.948
0.84;0.0;0.4839;0.5161;0.0;0.02;0.0213,30;30;35,0.936
0.984;0.0326;0.4891;0.4783;0.002;0.03;0.0293,115;45;45,0.948
1.044;0.0;0.4886;0.5114;0.0;0.0287;0.03,60;60;85,0.912
1.056;0.0476;0.4643;0.4881;0.0027;0.026;0.0273,95;60;75,0.972
0.492;0.0137;0.5616;0.4247;0.0007;0.0273;0.0207,45;105;40,0.852
0.876;0.0233;0.5233;0.4535;0.0013;0.03;0.026,85;70;120,0.84
0.948;0.0103;0.5155;0.4742;0.0007;0.0333;0.0307,35;110;120,0.828
0.732;0.0885;0.469;0.4425;0.0067;0.0353;0.0333,65;55;55,0.768
0.984;0.0366;0.4756;0.4878;0.002;0.026;0.0267,35;30;110,0.888
0.612;0.013;0.4935;0.4935;0.0007;0.0253;0.0253,100;110;110,0.948
1.032;0.0294;0.5098;0.4608;0.002;0.0347;0.0313,115;85;95,0.996
1.056;0.039;0.5065;0.4545;0.002;0.026;0.0233,75;75;120,0.936
1.092;0.0602;0.4887;0.4511;0.0053;0.0433;0.04,80;40;85,0.78
0.768;0.0253;0.4937;0.481;0.0013;0.026;0.0253,90;70;100,0.888
0.768;0.0227;0.5114;0.4659;0.0013;0.03;0.0273,75;65;75,0.876
1.02;0.0787;0.5056;0.4157;0.0047;0.03;0.0247,115;105;30,0.888
0.756;0.0256;0.4744;0.5;0.0013;0.0247;0.026,65;45;35,0.912
0.936;0.0326;0.4457;0.5217;0.002;0.0273;0.032,60;100;50,0.972
0.624;0.0;0.4507;0.5493;0.0;0.0213;0.026,70;60;40,0.852
1.092;0.0106;0.5106;0.4787;0.0007;0.032;0.03,120;35;120,0.972
1.032;0.0118;0.4824;0.5059;0.0007;0.0273;0.0287,40;90;65,0.984
0.768;0.0;0.4861;0.5139;0.0;0.0233;0.0247,110;85;30,0.888
1.08;0.0;0.5055;0.4945;0.0;0.0307;0.03,80;30;65,1.02
1.032;0.0119;0.5357;0.4524;0.0007;0.03;0.0253,45;65;105,0.996
0.468;0.0;0.4648;0.5352;0.0;0.022;0.0253,120;80;110,0.936
1.008;0.025;0.5;0.475;0.0013;0.0267;0.0253,30;120;75,0.9
1.104;0.0435;0.4783;0.4783;0.0027;0.0293;0.0293,110;90;85,0.936
1.056;0.0506;0.481;0.4684;0.0027;0.0253;0.0247,65;115;105,0.888
0.972;0.0759;0.4684;0.4557;0.004;0.0247;0.024,90;65;105,0.84
1.056;0.0561;0.4673;0.4766;0.004;0.0333;0.034,110;120;45,0.876
1.068;0.0261;0.4957;0.4783;0.002;0.038;0.0367,105;95;115,0.828
0.996;0.098;0.4412;0.4608;0.0067;0.03;0.0313,30;75;80,0.78
1.08;0.0115;0.5517;0.4368;0.0007;0.032;0.0253,80;95;80,1.008
0.756;0.0632;0.4842;0.4526;0.004;0.0307;0.0287,85;100;105,0.804
1.08;0.0645;0.4624;0.4731;0.004;0.0287;0.0293,115;45;90,0.924
0.96;0.0122;0.4878;0.5;0.0007;0.0267;0.0273,65;30;50,1.02
0.996;0.0198;0.505;0.4752;0.0013;0.034;0.032,45;120;90,0.876
0.564;0.0256;0.4744;0.5;0.0013;0.0247;0.026,110;85;85,0.84
1.092;0.1064;0.4362;0.4574;0.0067;0.0273;0.0287,85;115;50,0.828
0.984;0.0;0.5222;0.4778;0.0;0.0313;0.0287,75;55;30,0.912
1.02;0.0526;0.4868;0.4605;0.0027;0.0247;0.0233,100;30;85,0.936
1.104;0.0714;0.4898;0.4388;0.0047;0.032;0.0287,115;120;85,0.816
0.996;0.023;0.4943;0.4828;0.0013;0.0287;0.028,95;55;30,0.948
0.792;0.0244;0.4512;0.5244;0.0013;0.0247;0.0287,75;105;35,0.864
1.128;0.0291;0.534;0.4369;0.002;0.0367;0.03,110;40;75,0.936
1.032;0.0345;0.4598;0.5057;0.002;0.0267;0.0293,105;105;50,0.96
0.864;0.0;0.557;0.443;0.0;0.0293;0.0233,45;85;120,0.924
1.116;0.0619;0.4742;0.4639;0.004;0.0307;0.03,115;100;70,0.972
0.9;0.0;0.5189;0.4811;0.0;0.0367;0.034,110;110;60,0.768
0.324;0.0;0.5075;0.4925;0.0;0.0227;0.022,55;65;105,0.828
1.092;0.0208;0.5417;0.4375;0.0013;0.0347;0.028,115;80;40,0.996
0.864;0.0625;0.5;0.4375;0.0033;0.0267;0.0233,85;60;115,0.96
0.96;0.0;0.5067;0.4933;0.0;0.0253;0.0247,85;105;60,1.08
1.032;0.0215;0.5376;0.4409;0.0013;0.0333;0.0273,60;115;65,0.828
1.104;0.046;0.4713;0.4828;0.0027;0.0273;0.028,115;85;90,0.924
0.612;0.0137;0.4795;0.5068;0.0007;0.0233;0.0247,30;40;70,0.888
0.888;0.0235;0.4706;0.5059;0.0013;0.0267;0.0287,95;50;50,0.792
1.104;0.0568;0.5227;0.4205;0.0033;0.0307;0.0247,105;35;110,0.948
0.828;0.0;0.4935;0.5065;0.0;0.0253;0.026,50;70;120,0.996
0.924;0.0316;0.4947;0.4737;0.002;0.0313;0.03,50;50;80,0.936
1.032;0.069;0.4368;0.4943;0.004;0.0253;0.0287,50;50;30,0.972
0.696;0.0488;0.4756;0.4756;0.0027;0.026;0.026,55;115;100,0.912
1.152;0.0;0.4646;0.5354;0.0;0.0307;0.0353,90;35;55,1.08
0.3;0.0;0.493;0.507;0.0;0.0233;0.024,90;60;80,0.876
0.732;0.0;0.5658;0.4342;0.0;0.0287;0.022,80;105;65,0.972
1.032;0.0;0.5294;0.4706;0.0;0.03;0.0267,110;50;60,1.008
1.02;0.0345;0.5172;0.4483;0.002;0.03;0.026,75;65;110,0.936
1.128;0.0583;0.4833;0.4583;0.0047;0.0387;0.0367,70;85;100,0.912
0.492;0.0;0.4867;0.5133;0.0;0.0367;0.0387,65;110;40,0.756
0.204;0.075;0.4375;0.4875;0.004;0.0233;0.026,105;65;80,0.816
1.008;0.0225;0.4719;0.5056;0.0013;0.028;0.03,70;85;75,1.008
0.72;0.038;0.5063;0.4557;0.002;0.0267;0.024,50;115;85,0.864
0.972;0.0114;0.5;0.4886;0.0007;0.0293;0.0287,30;100;120,0.96
0.84;0.0;0.5135;0.4865;0.0;0.0253;0.024,70;50;50,0.924
1.092;0.0316;0.4947;0.4737;0.002;0.0313;0.03,70;60;110,0.912
0.516;0.0152;0.5455;0.4394;0.0007;0.024;0.0193,105;90;55,0.792
0.852;0.0123;0.5309;0.4568;0.0007;0.0287;0.0247,35;40;115,0.936
0.624;0.0294;0.5;0.4706;0.0013;0.0227;0.0213,50;110;115,0.9
1.032;0.0114;0.5227;0.4659;0.0007;0.0307;0.0273,50;50;40,0.984
0.888;0.023;0.4598;0.5172;0.0013;0.0267;0.03,75;30;60,0.888
0.828;0.0267;0.5067;0.4667;0.0013;0.0253;0.0233,80;60;60,0.864
0.84;0.0411;0.4521;0.5068;0.002;0.022;0.0247,85;30;95,0.936
1.116;0.0337;0.4944;0.4719;0.002;0.0293;0.028,60;40;120,1.02
0.792;0.0192;0.4904;0.4904;0.0013;0.034;0.034,35;80;65,0.84
1.008;0.0247;0.4815;0.4938;0.0013;0.026;0.0267,65;75;30,0.84
0.828;0.0;0.5366;0.4634;0.0;0.0293;0.0253,40;120;75,0.96
0.732;0.0116;0.5116;0.4767;0.0007;0.0293;0.0273,45;120;65,0.876
1.068;0.0769;0.4725;0.4505;0.0047;0.0287;0.0273,115;90;35,0.972
0.96;0.0253;0.5443;0.4304;0.0013;0.0287;0.0227,95;30;110,0.96
0.888;0.0388;0.4757;0.4854;0.0027;0.0327;0.0333,100;100;90,1.02
1.068;0.0;0.5056;0.4944;0.0;0.03;0.0293,120;40;115,0.996
0.792;0.0;0.4872;0.5128;0.0;0.0253;0.0267,85;40;120,0.924
0.828;0.0;0.4659;0.5341;0.0;0.0273;0.0313,65;120;95,0.852
0.984;0.0375;0.5;0.4625;0.002;0.0267;0.0247,65;50;30,0.852
1.068;0.0;0.5439;0.4561;0.0;0.0413;0.0347,100;55;35,0.78
0.096;0.0;0.4783;0.5217;0.0;0.022;0.024,100;30;65,0.828
1.236;0.0543;0.5217;0.4239;0.0033;0.032;0.026,120;60;120,0.984
1.032;0.0116;0.4767;0.5116;0.0007;0.0273;0.0293,90;40;50,0.972
0.66;0.0;0.493;0.507;0.0;0.0233;0.024,95;55;105,0.816
0.888;0.05;0.525;0.425;0.0027;0.028;0.0227,95;30;105,0.912
1.056;0.0122;0.4634;0.5244;0.0007;0.0253;0.0287,100;40;115,0.864
1.14;0.0659;0.4945;0.4396;0.004;0.03;0.0267,105;100;115,0.9
0.672;0.0183;0.4862;0.4954;0.0013;0.0353;0.036,70;55;120,0.768
0.972;0.025;0.5;0.475;0.0013;0.0267;0.0253,105;90;75,0.816
1.08;0.0102;0.5306;0.4592;0.0007;0.0347;0.03,35;85;70,0.936
0.504;0.0619;0.5361;0.4021;0.004;0.0347;0.026,65;40;95,0.768
1.068;0.0526;0.5158;0.4316;0.0033;0.0327;0.0273,65;50;80,0.9
1.08;0.09;0.5;0.41;0.006;0.0333;0.0273,80;95;110,0.744
1.032;0.0244;0.561;0.4146;0.0013;0.0307;0.0227,90;55;70,0.9
1.056;0.0682;0.4545;0.4773;0.004;0.0267;0.028,75;70;50,0.888
1.068;0.0465;0.5116;0.4419;0.0027;0.0293;0.0253,30;80;45,1.02
1.02;0.0292;0.5182;0.4526;0.0027;0.0473;0.0413,105;50;35,0.744
0.78;0.0133;0.48;0.5067;0.0007;0.024;0.0253,35;110;95,0.888
1.236;0.0992;0.5115;0.3893;0.0087;0.0447;0.034,110;115;70,0.816
0.36;0.0;0.5067;0.4933;0.0;0.0253;0.0247,50;85;45,0.876
0.984;0.0349;0.5;0.4651;0.002;0.0287;0.0267,45;60;30,0.888
0.396;0.0;0.5278;0.4722;0.0;0.0253;0.0227,55;90;60,0.792
1.02;0.0337;0.4494;0.5169;0.002;0.0267;0.0307,55;60;75,0.888
0.78;0.0625;0.425;0.5125;0.0033;0.0227;0.0273,55;100;90,0.816
1.044;0.0;0.4688;0.5312;0.0;0.03;0.034,70;35;90,0.948
0.708;0.0278;0.5;0.4722;0.0013;0.024;0.0227,35;110;40,0.888
1.152;0.0417;0.5083;0.45;0.0033;0.0407;0.036,90;65;85,0.828
1.008;0.0465;0.4884;0.4651;0.0027;0.028;0.0267,55;110;30,1.008
0.708;0.0;0.5062;0.4938;0.0;0.0273;0.0267,75;35;45,0.864
0.936;0.0263;0.5;0.4737;0.0013;0.0253;0.024,95;55;80,1.008
0.852;0.0;0.4868;0.5132;0.0;0.0247;0.026,70;50;110,0.936
1.068;0.046;0.5057;0.4483;0.0027;0.0293;0.026,95;50;55,0.96
1.044;0.05;0.475;0.475;0.0027;0.0253;0.0253,60;90;80,0.9
1.116;0.1111;0.4907;0.3981;0.008;0.0353;0.0287,80;100;75,0.96
1.044;0.087;0.4609;0.4522;0.0067;0.0353;0.0347,120;75;75,0.732
1.08;0.0488;0.4634;0.4878;0.0027;0.0253;0.0267,80;100;60,0.924
0.972;0.101;0.4747;0.4242;0.0067;0.0313;0.028,105;35;35,0.912
0.864;0.012;0.5422;0.4458;0.0007;0.03;0.0247,70;50;105,0.948
0.936;0.0;0.5;0.5;0.0;0.0313;0.0313,100;105;45,0.924
1.068;0.0375;0.5;0.4625;0.002;0.0267;0.0247,50;80;50,0.948
1.008;0.0211;0.5368;0.4421;0.0013;0.034;0.028,110;30;35,0.972
0.984;0.0459;0.5046;0.4495;0.0033;0.0367;0.0327,30;55;115,0.72
1.044;0.0723;0.4578;0.4699;0.004;0.0253;0.026,80;70;110,0.888
0.384;0.0139;0.5139;0.4722;0.0007;0.0247;0.0227,95;85;90,0.876
1.164;0.0093;0.5047;0.486;0.0007;0.036;0.0347,90;100;110,1.08
1.032;0.069;0.4741;0.4569;0.0053;0.0367;0.0353,30;55;115,0.912
0.996;0.0119;0.5119;0.4762;0.0007;0.0287;0.0267,30;85;60,0.864
0.516;0.0;0.5;0.5;0.0;0.0273;0.0273,115;60;85,0.852
0.564;0.0256;0.5128;0.4615;0.0013;0.0267;0.024,115;45;90,0.936
0.96;0.0625;0.4896;0.4479;0.004;0.0313;0.0287,65;50;100,0.84
0.996;0.0568;0.5114;0.4318;0.0033;0.03;0.0253,80;80;30,0.9
0.66;0.0139;0.4722;0.5139;0.0007;0.0227;0.0247,30;70;75,0.864
1.092;0.011;0.5275;0.4615;0.0007;0.032;0.028,75;120;95,0.936
0.864;0.0171;0.5214;0.4615;0.0013;0.0407;0.036,65;35;35,0.78
0.84;0.0253;0.5063;0.4684;0.0013;0.0267;0.0247,60;95;90,0.876
1.044;0.0;0.4881;0.5119;0.0;0.0273;0.0287,75;60;45,1.032
1.02;0.0659;0.4725;0.4615;0.004;0.0287;0.028,35;50;45,0.804
0.924;0.0;0.5062;0.4938;0.0;0.0273;0.0267,35;65;30,0.924
0.924;0.0533;0.48;0.4667;0.0027;0.024;0.0233,50;45;30,0.816
0.696;0.0617;0.4691;0.4691;0.0033;0.0253;0.0253,60;100;55,0.888
1.104;0.0508;0.4746;0.4746;0.004;0.0373;0.0373,120;95;115,1.008
0.996;0.0103;0.5052;0.4845;0.0007;0.0327;0.0313,110;40;105,0.816
0.972;0.0968;0.4919;0.4113;0.008;0.0407;0.034,60;40;30,0.816
1.056;0.037;0.4815;0.4815;0.0033;0.0433;0.0433,100;45;65,0.756
0.708;0.026;0.5065;0.4675;0.0013;0.026;0.024,45;80;50,0.9
0.984;0.0247;0.5062;0.4691;0.0013;0.0273;0.0253,100;115;35,0.9
1.008;0.0543;0.5217;0.4239;0.0033;0.032;0.026,30;75;110,1.032
1.068;0.0341;0.5114;0.4545;0.002;0.03;0.0267,100;80;50,0.888
1.044;0.0571;0.4762;0.4667;0.004;0.0333;0.0327,85;30;50,0.864
0.996;0.0385;0.4872;0.4744;0.002;0.0253;0.0247,85;55;100,0.804
1.056;0.0;0.5281;0.4719;0.0;0.0313;0.028,85;70;45,1.008
0.768;0.0;0.493;0.507;0.0;0.0233;0.024,30;55;120,0.828
0.732;0.0137;0.5068;0.4795;0.0007;0.0247;0.0233,45;75;65,0.84
0.948;0.0267;0.5333;0.44;0.0013;0.0267;0.022,100;70;115,0.996
0.744;0.0345;0.4598;0.5057;0.002;0.0267;0.0293,95;90;55,0.876
1.104;0.033;0.4505;0.5165;0.002;0.0273;0.0313,115;115;100,0.924
0.72;0.0;0.5;0.5;0.0;0.0253;0.0253,50;115;30,0.9
1.128;0.0619;0.4845;0.4536;0.004;0.0313;0.0293,65;120;95,0.936
1.02;0.0;0.4725;0.5275;0.0;0.0287;0.032,55;40;85,0.876
0.804;0.0133;0.4933;0.4933;0.0007;0.0247;0.0247,90;100;50,0.936
0.72;0.027;0.4865;0.4865;0.0013;0.024;0.024,70;50;50,0.972
0.828;0.0;0.4444;0.5556;0.0;0.024;0.03,35;105;105,0.912
1.008;0.0303;0.5051;0.4646;0.002;0.0333;0.0307,30;100;70,0.936
0.888;0.0241;0.4819;0.494;0.0013;0.0267;0.0273,120;65;65,0.984
0.96;0.1;0.48;0.42;0.0067;0.032;0.028,65;65;75,0.792
0.972;0.0506;0.519;0.4304;0.0027;0.0273;0.0227,80;70;70,0.96
1.128;0.08;0.49;0.43;0.0053;0.0327;0.0287,100;90;105,0.924
0.888;0.0094;0.5472;0.4434;0.0007;0.0387;0.0313,50;55;75,0.804
0.804;0.039;0.4545;0.5065;0.002;0.0233;0.026,100;75;35,0.888
1.116;0.066;0.4717;0.4623;0.0047;0.0333;0.0327,100;85;45,0.984
0.204;0.0;0.5;0.5;0.0;0.0227;0.0227,50;65;100,0.84
1.128;0.0612;0.5102;0.4286;0.004;0.0333;0.028,95;65;120,0.984
1.104;0.011;0.4725;0.5165;0.0007;0.0287;0.0313,50;70;100,1.056
0.612;0.0154;0.4769;0.5077;0.0007;0.0207;0.022,55;55;75,0.936
0.84;0.0465;0.4884;0.4651;0.0027;0.028;0.0267,65;65;75,0.924
0.876;0.0;0.4667;0.5333;0.0;0.0233;0.0267,65;115;30,0.9
1.02;0.0244;0.4878;0.4878;0.0013;0.0267;0.0267,60;70;85,0.996
1.008;0.0568;0.4432;0.5;0.0033;0.026;0.0293,30;50;45,1.008
1.08;0.0778;0.4667;0.4556;0.0047;0.028;0.0273,65;105;85,0.948
0.936;0.022;0.5495;0.4286;0.0013;0.0333;0.026,70;55;90,0.912
0.468;0.0;0.4697;0.5303;0.0;0.0207;0.0233,100;55;60,0.792
1.02;0.0319;0.4681;0.5;0.002;0.0293;0.0313,60;65;45,0.888
1.02;0.0116;0.5233;0.4651;0.0007;0.03;0.0267,30;80;105,0.9
1.02;0.0222;0.4667;0.5111;0.0013;0.028;0.0307,35;105;105,1.008
1.02;0.0;0.507;0.493;0.0;0.024;0.0233,115;45;60,0.936
1.032;0.0341;0.4659;0.5;0.002;0.0273;0.0293,45;115;60,0.9
1.056;0.0632;0.5053;0.4316;0.004;0.032;0.0273,35;55;110,0.9
1.068;0.0506;0.4557;0.4937;0.0027;0.024;0.026,85;65;50,1.02
0.552;0.0;0.4675;0.5325;0.0;0.024;0.0273,65;105;60,0.948
0.948;0.0235;0.5059;0.4706;0.0013;0.0287;0.0267,45;50;30,0.972
0.78;0.0556;0.4861;0.4583;0.0027;0.0233;0.022,85;90;50,0.756
1.08;0.0312;0.5;0.4688;0.002;0.032;0.03,30;85;115,0.912
0.756;0.0;0.5301;0.4699;0.0;0.0293;0.026,50;40;30,0.888
1.128;0.0721;0.4685;0.4595;0.0053;0.0347;0.034,85;55;55,0.96
0.648;0.0;0.4712;0.5288;0.0;0.0327;0.0367,110;115;95,0.78
1.068;0.0;0.5217;0.4783;0.0;0.032;0.0293,105;115;85,0.864
1.032;0.0476;0.5238;0.4286;0.0027;0.0293;0.024,35;40;65,0.936
0.804;0.0444;0.4778;0.4778;0.0027;0.0287;0.0287,110;110;120,0.96
0.828;0.0241;0.5181;0.4578;0.0013;0.0287;0.0253,80;105;70,0.948
0.984;0.0235;0.4941;0.4824;0.0013;0.028;0.0273,30;120;45,0.924
1.044;0.0115;0.4828;0.5057;0.0007;0.028;0.0293,50;115;55,0.948
0.444;0.0;0.481;0.519;0.0;0.0253;0.0273,105;35;95,0.804
1.08;0.0659;0.4396;0.4945;0.004;0.0267;0.03,55;75;45,0.876
0.996;0.0;0.5413;0.4587;0.0;0.0393;0.0333,90;35;110,0.792
1.032;0.0361;0.506;0.4578;0.002;0.028;0.0253,85;30;105,0.888
0.684;0.0;0.5;0.5;0.0;0.0247;0.0247,40;55;65,0.9
1.02;0.0385;0.5128;0.4487;0.002;0.0267;0.0233,75;45;120,0.924
0.708;0.0;0.5;0.5;0.0;0.0247;0.0247,105;110;35,0.9
0.864;0.0;0.5325;0.4675;0.0;0.0273;0.024,45;105;80,0.96
0.924;0.0122;0.5;0.4878;0.0007;0.0273;0.0267,30;30;115,0.924
1.008;0.0429;0.4714;0.4857;0.002;0.022;0.0227,40;90;90,0.96
1.032;0.0;0.5568;0.4432;0.0;0.0327;0.026,65;105;105,0.924
1.032;0.0211;0.4947;0.4842;0.0013;0.0313;0.0307,30;110;65,0.876
0.912;0.0135;0.4865;0.5;0.0007;0.024;0.0247,115;105;100,0.876
0.972;0.0123;0.5062;0.4815;0.0007;0.0273;0.026,65;50;30,1.008
0.564;0.0395;0.4737;0.4868;0.002;0.024;0.0247,60;55;65,0.768
0.936;0.0;0.5301;0.4699;0.0;0.0293;0.026,30;95;105,0.936
0.288;0.0;0.5211;0.4789;0.0;0.0247;0.0227,80;75;40,0.84
1.092;0.022;0.5055;0.4725;0.0013;0.0307;0.0287,100;30;90,0.9
0.588;0.14;0.44;0.42;0.0093;0.0293;0.028,100;75;120,0.876
1.02;0.0104;0.4167;0.5729;0.0007;0.0267;0.0367,55;50;50,0.852
0.72;0.0275;0.4862;0.4862;0.002;0.0353;0.0353,50;70;95,0.72
0.672;0.0122;0.4878;0.5;0.0007;0.0267;0.0273,100;60;90,0.9
1.104;0.0874;0.5049;0.4078;0.006;0.0347;0.028,60;115;45,0.924
1.08;0.0118;0.5176;0.4706;0.0007;0.0293;0.0267,110;95;100,0.996
0.444;0.0;0.5333;0.4667;0.0;0.0267;0.0233,85;75;65,0.876
1.092;0.0177;0.531;0.4513;0.0013;0.04;0.034,45;95;40,0.876
0.732;0.0137;0.5068;0.4795;0.0007;0.0247;0.0233,50;70;105,0.912
0.66;0.0125;0.5125;0.475;0.0007;0.0273;0.0253,95;85;35,0.852
1.08;0.0319;0.4894;0.4787;0.002;0.0307;0.03,105;95;55,0.996
0.948;0.0283;0.4717;0.5;0.002;0.0333;0.0353,45;95;55,0.828
0.72;0.0141;0.5352;0.4507;0.0007;0.0253;0.0213,60;50;55,0.852
1.068;0.0198;0.5644;0.4158;0.0013;0.038;0.028,90;75;35,1.02
0.96;0.0762;0.4762;0.4476;0.0053;0.0333;0.0313,110;95;35,0.828
0.972;0.0227;0.5;0.4773;0.0013;0.0293;0.028,35;80;35,0.912
0.984;0.0312;0.4792;0.4896;0.002;0.0307;0.0313,90;40;45,0.9
0.792;0.0247;0.5062;0.4691;0.0013;0.0273;0.0253,85;70;75,0.924
0.792;0.0244;0.4756;0.5;0.0013;0.026;0.0273,40;60;95,0.996
0.852;0.0471;0.4588;0.4941;0.0027;0.026;0.028,45;35;60,0.912
1.104;0.0495;0.5149;0.4356;0.0033;0.0347;0.0293,80;50;95,0.852
0.396;0.026;0.4935;0.4805;0.0013;0.0253;0.0247,115;70;90,0.816
1.044;0.0581;0.4419;0.5;0.0033;0.0253;0.0287,45;110;70,0.96
1.056;0.0506;0.4937;0.4557;0.0027;0.026;0.024,110;80;115,0.924
0.588;0.0139;0.5139;0.4722;0.0007;0.0247;0.0227,35;75;55,0.888
1.104;0.0459;0.4495;0.5046;0.0033;0.0327;0.0367,110;100;50,0.936
1.056;0.0632;0.4526;0.4842;0.004;0.0287;0.0307,75;50;80,0.96
0.996;0.0345;0.5057;0.4598;0.002;0.0293;0.0267,105;45;30,0.864
0.972;0.0375;0.4625;0.5;0.002;0.0247;0.0267,120;55;55,0.948
0.768;0.0429;0.4286;0.5286;0.002;0.02;0.0247,85;115;115,1.08
0.984;0.0316;0.4947;0.4737;0.002;0.0313;0.03,85;40;50,0.936
0.408;0.0;0.4928;0.5072;0.0;0.0227;0.0233,85;30;115,0.864
0.984;0.0;0.4878;0.5122;0.0;0.0267;0.028,40;95;105,0.936
0.66;0.0145;0.4638;0.5217;0.0007;0.0213;0.024,85;105;90,0.876
0.888;0.0;0.5;0.5;0.0;0.0267;0.0267,65;70;80,1.032
0.912;0.0105;0.5263;0.4632;0.0007;0.0333;0.0293,75;100;85,0.936
0.432;0.0132;0.5263;0.4605;0.0007;0.0267;0.0233,75;50;70,0.924
1.044;0.0222;0.5222;0.4556;0.0013;0.0313;0.0273,55;105;40,0.876
1.08;0.0661;0.4876;0.4463;0.0053;0.0393;0.036,105;105;70,0.768
0.924;0.0405;0.473;0.4865;0.002;0.0233;0.024,70;35;50,0.876
0.924;0.0326;0.5;0.4674;0.002;0.0307;0.0287,35;35;45,0.912
0.552;0.0135;0.527;0.4595;0.0007;0.026;0.0227,65;105;70,0.852
1.044;0.0396;0.5248;0.4356;0.0027;0.0353;0.0293,30;115;110,0.888
0.936;0.0128;0.5128;0.4744;0.0007;0.0267;0.0247,45;30;30,0.876
1.104;0.0404;0.4949;0.4646;0.0027;0.0327;0.0307,80;80;45,1.056
0.3;0.0;0.5109;0.4891;0.0;0.0313;0.03,75;95;50,0.768
0.36;0.0278;0.5139;0.4583;0.0013;0.0247;0.022,120;45;55,0.816
1.056;0.0099;0.505;0.4851;0.0007;0.034;0.0327,105;40;55,0.888
1.104;0.0115;0.4943;0.4943;0.0007;0.0287;0.0287,70;85;75,0.972
0.852;0.025;0.5125;0.4625;0.0013;0.0273;0.0247,65;45;95,0.9
0.96;0.0787;0.4719;0.4494;0.0047;0.028;0.0267,110;110;105,0.864
1.104;0.0326;0.5;0.4674;0.002;0.0307;0.0287,115;55;105,0.936
0.468;0.0;0.5373;0.4627;0.0;0.024;0.0207,120;50;65,0.864
0.936;0.0213;0.5;0.4787;0.0013;0.0313;0.03,85;40;90,0.924
0.852;0.0263;0.5;0.4737;0.0013;0.0253;0.024,30;30;65,0.948
0.936;0.0533;0.52;0.4267;0.0027;0.026;0.0213,35;35;115,0.816
1.008;0.0316;0.5053;0.4632;0.002;0.032;0.0293,100;35;95,0.96
0.492;0.0;0.4627;0.5373;0.0;0.0207;0.024,80;70;110,0.768
0.732;0.0253;0.4684;0.5063;0.0013;0.0247;0.0267,50;105;45,0.96
1.056;0.04;0.48;0.48;0.0027;0.032;0.032,90;80;60,0.936
1.032;0.0588;0.4622;0.479;0.0047;0.0367;0.038,85;35;105,0.756
1.008;0.037;0.5185;0.4444;0.002;0.028;0.024,40;55;105,0.912
1.08;0.0761;0.4674;0.4565;0.0047;0.0287;0.028,75;75;65,0.972
0.84;0.0349;0.4884;0.4767;0.002;0.028;0.0273,30;85;40,0.828
1.044;0.022;0.5165;0.4615;0.0013;0.0313;0.028,70;45;115,0.948
0.876;0.0091;0.5364;0.4545;0.0007;0.0393;0.0333,55;50;120,0.768
0.468;0.1188;0.495;0.3861;0.008;0.0333;0.026,100;110;120,0.792
1.044;0.0;0.5;0.5;0.0;0.028;0.028,100;40;110,0.924
0.996;0.0085;0.4831;0.5085;0.0007;0.038;0.04,65;40;30,0.78
0.48;0.0125;0.5125;0.475;0.0007;0.0273;0.0253,75;115;40,0.804
1.128;0.0472;0.5189;0.434;0.0033;0.0367;0.0307,60;95;60,0.972
0.924;0.0;0.519;0.481;0.0;0.0273;0.0253,50;100;35,0.816
1.068;0.0;0.5392;0.4608;0.0;0.0367;0.0313,70;95;40,0.888
0.804;0.0;0.5065;0.4935;0.0;0.026;0.0253,105;110;60,0.876
0.636;0.0;0.5;0.5;0.0;0.0267;0.0267,45;50;105,0.804
0.708;0.0;0.4933;0.5067;0.0;0.0247;0.0253,30;65;115,0.912
1.02;0.0;0.5098;0.4902;0.0;0.0347;0.0333,80;65;30,0.84
0.468;0.0;0.4545;0.5455;0.0;0.02;0.024,50;80;120,0.876
1.032;0.0198;0.4851;0.495;0.0013;0.0327;0.0333,45;55;35,0.876
1.068;0.1275;0.4698;0.4027;0.0127;0.0467;0.04,110;95;45,0.744
0.708;0.0145;0.5217;0.4638;0.0007;0.024;0.0213,30;110;115,0.888
1.044;0.028;0.486;0.486;0.002;0.0347;0.0347,35;120;110,0.84
1.092;0.0562;0.4831;0.4607;0.0033;0.0287;0.0273,100;65;85,0.948
0.636;0.0;0.4516;0.5484;0.0;0.0187;0.0227,35;115;85,0.876
0.912;0.0;0.4737;0.5263;0.0;0.024;0.0267,60;45;115,0.972
0.996;0.0649;0.4805;0.4545;0.0033;0.0247;0.0233,85;30;90,0.948
0.84;0.0;0.5;0.5;0.0;0.0267;0.0267,110;100;55,1.032
1.02;0.0388;0.5146;0.4466;0.0027;0.0353;0.0307,120;90;110,1.008
1.128;0.0;0.5743;0.4257;0.0;0.0387;0.0287,70;85;100,0.972
0.84;0.012;0.506;0.4819;0.0007;0.028;0.0267,80;45;45,0.876
1.02;0.0989;0.4396;0.4615;0.006;0.0267;0.028,60;55;30,0.912
0.636;0.0;0.52;0.48;0.0;0.026;0.024,75;55;60,0.912
0.888;0.0122;0.4878;0.5;0.0007;0.0267;0.0273,85;85;45,0.972
